╧;мЮХЛЕМНБЮМХЕ;цНД;бНГПЮЯР ЙНЛОЮМХХ, КЕР;яРЮРСЯ;нПЦЮМХГЮЖХНММН-ОПЮБНБЮЪ ТНПЛЮ;тНПЛЮ ЯНАЯРБЕММНЯРХ;нАНПНРМШЕ ЮЙРХБШ, RUB;юЙРХБШ  БЯЕЦН, RUB;мЕПЮЯОПЕДЕКЕММЮЪ ОПХАШКЭ (МЕОНЙПШРШИ САШРНЙ), RUB;дНКЦНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ, RUB;йПЮРЙНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ, RUB;яНБНЙСОМШИ ДНКЦ, RUB;бШПСВЙЮ, RUB;йНЩТТХЖХЕМР НАНПЮВХБЮЕЛНЯРХ ЯНБНЙСОМШУ ЮЙРХБНБ, %;нАНПНРМШЕ ЮЙРХБШ МЮ ЕДХМХЖС ЮЙРХБНБ;юЙРХБШ  БЯЕЦН МЮ ЕДХМХЖС ЮЙРХБНБ;мЕПЮЯОПЕДЕКЕММЮЪ ОПХАШКЭ (МЕОНЙПШРШИ САШРНЙ) МЮ ЕДХМХЖС ЮЙРХБНБ;дНКЦНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ МЮ ЕДХМХЖС ЮЙРХБНБ;йПЮРЙНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ МЮ ЕДХМХЖС ЮЙРХБНБ;яНБНЙСОМШИ ДНКЦ МЮ ЕДХМХЖС ЮЙРХБНБ;бШПСВЙЮ МЮ ЕДХМХЖС ЮЙРХБНБ;цНЯ ЯНАЯРБЕММНЯРЭ;вЮЯРХВМЮЪ;вЮЯРМЮЪ;юн;цНЯ ЯНАЯРБЕММНЯРЭ;яЕКЭЯЙНЕ УНГБН;мЕЙНЛ;йННОЕПЮРХБШ;ннн
2 026;ютюмюянбяйхи, яой;19,00;28,50;0,00;2,00;0,00;31774000,00;49495000,00;31972000,00;1662000,00;1472000,00;3134000,00;49527000,00;0,99;0,64;1,00;0,65;0,03;0,03;0,06;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 027;ютй, ннн;19,00;3,00;0,00;5,00;0,00;1525000,00;1525000,00;991000,00;140000,00;384000,00;524000,00;6950000,00;4,51;1,00;1,00;0,65;0,09;0,25;0,34;4,56;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 028;ютпндхрю, ннн;19,00;13,00;0,00;5,00;0,00;6910000,00;9172000,00;6014000,00;1416000,00;1732000,00;3148000,00;24245000,00;2,99;0,75;1,00;0,66;0,15;0,19;0,34;2,64;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 029;юу нцнпнд, ннн;19,00;17,00;0,00;5,00;0,00;128436000,00;164437000,00;31113000,00;104738000,00;25336000,00;130074000,00;22892000,00;0,14;0,78;1,00;0,19;0,64;0,15;0,79;0,14;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 030;а-нпкнбяйхи яялс, ннн;19,00;27,50;0,00;5,00;0,00;10018000,00;21686000,00;17246000,00;4278000,00;151000,00;4429000,00;18206000,00;0,89;0,46;1,00;0,80;0,20;0,01;0,20;0,84;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 031;аюаюмхмю юкейяюмдпю мхйнкюебхвю, йту;19,00;29,00;0,00;2,00;0,00;5723000,00;6588000,00;1089000,00;2374000,00;76000,00;2450000,00;11473000,00;2,37;0,87;1,00;0,17;0,36;0,01;0,37;1,74;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 032;аюахмн, йу;19,00;29,00;0,00;2,00;0,00;66311000,00;113413000,00;75822000,00;12610000,00;24717000,00;37327000,00;84932000,00;0,83;0,58;1,00;0,67;0,11;0,22;0,33;0,75;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 033;аюийюк, ннн рй;19,00;17,00;0,00;5,00;0,00;1085000,00;8359000,00;3820000,00;2953000,00;1576000,00;4529000,00;8292000,00;1,00;0,13;1,00;0,46;0,35;0,19;0,54;0,99;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 034;аюкюьнбяйхи люякняшпйнлахмюр, ннн;19,00;14,00;0,00;5,00;0,00;46260000,00;69382000,00;29491000,00;;5891000,00;5891000,00;159905000,00;2,33;0,67;1,00;0,43;0,00;0,08;0,08;2,30;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 035;аюпюмхйнбяйне, ннн;19,00;14,00;0,00;5,00;0,00;67107000,00;229701000,00;73783000,00;17390000,00;138408000,00;155798000,00;82127000,00;0,37;0,29;1,00;0,32;0,08;0,60;0,68;0,36;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 036;аюпхг+, ннн;19,00;8,00;0,00;5,00;0,00;4255000,00;4255000,00;3498000,00;727000,00;19000,00;746000,00;8246000,00;3,63;1,00;1,00;0,82;0,17;0,00;0,18;1,94;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 037;аюпкюйяйне, ннн;19,00;4,00;0,00;5,00;0,00;19665000,00;36553000,00;1716000,00;9597000,00;25230000,00;34827000,00;30524000,00;1,06;0,54;1,00;0,05;0,26;0,69;0,95;0,84;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 038;аюпксйяйне онрпеанаыеярбн;19,00;19,50;0,00;3,00;0,00;16948000,00;22605000,00;800000,00;5134000,00;6024000,00;11158000,00;98052000,00;4,30;0,75;1,00;0,04;0,23;0,27;0,49;4,34;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00
2 039;аюпясй, ннн;19,00;14,00;0,00;5,00;0,00;1790000,00;1790000,00;235000,00;;1284000,00;1284000,00;18861000,00;9,59;1,00;1,00;0,13;0,00;0,72;0,72;10,54;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 040;аюя-л, ннн;19,00;15,00;0,00;5,00;0,00;22396000,00;22396000,00;6864000,00;;15512000,00;15512000,00;74046000,00;3,94;1,00;1,00;0,31;0,00;0,69;0,69;3,31;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 041;аюувебнд, ннн;19,00;9,00;0,00;5,00;0,00;221409000,00;370375000,00;333145000,00;;37080000,00;37080000,00;431241000,00;1,44;0,60;1,00;0,90;0,00;0,10;0,10;1,16;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 042;аюьахнпеяспя, ннн;19,00;7,00;0,00;5,00;0,00;98242000,00;194935000,00;-7703000,00;80016000,00;122612000,00;202628000,00;;;0,50;1,00;-0,04;0,41;0,63;1,04;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 043;аеиахкчйя, ннн;19,00;1,50;0,00;5,00;0,00;2908000,00;2908000,00;-1445000,00;4291000,00;52000,00;4343000,00;1248000,00;0,86;1,00;1,00;-0,50;1,48;0,02;1,49;0,43;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 044;аек-наяр, ннн рнпцнбши днл;19,00;2,00;0,00;5,00;0,00;300000,00;300000,00;-109000,00;50000,00;349000,00;399000,00;279000,00;1,86;1,00;1,00;-0,36;0,17;1,16;1,33;0,93;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 045;аекхжйне, йу;19,00;26,50;0,00;2,00;0,00;75631000,00;243081000,00;6438000,00;31083000,00;15582000,00;46665000,00;90034000,00;0,43;0,31;1,00;0,03;0,13;0,06;0,19;0,37;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 046;аекнпю, ннн;19,00;1,50;0,00;5,00;0,00;13685000,00;14215000,00;-333000,00;9409000,00;5089000,00;14498000,00;11420000,00;1,61;0,96;1,00;-0,02;0,66;0,36;1,02;0,80;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 047;аекши яепбхя, ннн;19,00;2,00;0,00;5,00;0,00;13000,00;13000,00;-42000,00;;55000,00;55000,00;288000,00;44,31;1,00;1,00;-3,23;0,00;4,23;4,23;22,15;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 048;аеп╗гнбяйюъ теплю, ннн;19,00;4,00;0,00;5,00;0,00;188810000,00;361436000,00;23431000,00;176023000,00;161972000,00;337995000,00;33845000,00;0,10;0,52;1,00;0,06;0,49;0,45;0,94;0,09;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 049;аепаеж л.б., йу;19,00;28,00;0,00;2,00;0,00;6885000,00;13984000,00;9089000,00;4261000,00;624000,00;4885000,00;25084000,00;2,28;0,49;1,00;0,65;0,30;0,04;0,35;1,79;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 050;аепегйю, ннн;19,00;10,50;0,00;5,00;0,00;614000,00;614000,00;313000,00;274000,00;17000,00;291000,00;1817000,00;2,96;1,00;1,00;0,51;0,45;0,03;0,47;2,96;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 051;аепегнбюъ мнбэ, ннн;19,00;6,50;0,00;5,00;0,00;16968000,00;32881000,00;22256000,00;1717000,00;8898000,00;10615000,00;23869000,00;0,79;0,52;1,00;0,68;0,05;0,27;0,32;0,73;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 052;аепегнбйю, ннн;19,00;18,50;0,00;5,00;0,00;62573000,00;102865000,00;71274000,00;7502000,00;13688000,00;21190000,00;34942000,00;0,34;0,61;1,00;0,69;0,07;0,13;0,21;0,34;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 053;аепегнбяйхи онунпнммши днл, ннн;19,00;16,00;0,00;5,00;0,00;3170000,00;3732000,00;3022000,00;493000,00;207000,00;700000,00;2758000,00;0,82;0,85;1,00;0,81;0,13;0,06;0,19;0,74;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 054;аепйюр, ннн;19,00;6,50;0,00;5,00;0,00;18655000,00;45393000,00;7072000,00;32653000,00;5658000,00;38311000,00;20337000,00;0,50;0,41;1,00;0,16;0,72;0,12;0,84;0,45;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 055;аеярцюпдем, ннн;19,00;2,00;0,00;5,00;0,00;14927000,00;15056000,00;-3999000,00;4315000,00;14730000,00;19045000,00;31876000,00;3,66;0,99;1,00;-0,27;0,29;0,98;1,26;2,12;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 056;аеурепебн, ннн;19,00;6,50;0,00;5,00;0,00;16339000,00;61110000,00;18690000,00;37158000,00;5162000,00;42320000,00;8621000,00;0,15;0,27;1,00;0,31;0,61;0,08;0,69;0,14;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 057;ах╗яю пс, ннн;19,00;1,00;0,00;5,00;0,00;4534000,00;7984000,00;-543000,00;;8517000,00;8517000,00;12000,00;0,00;0,57;1,00;-0,07;0,00;1,07;1,07;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 059;ахн-рнм, ннн йнлоюмхъ;19,00;16,50;0,00;5,00;0,00;7819831000,00;18016670000,00;5754597000,00;3353117000,00;4714471000,00;8067588000,00;5837604000,00;0,35;0,43;1,00;0,32;0,19;0,26;0,45;0,32;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 060;ахнйнп-я, ннн юцпнтхплю;19,00;16,00;0,00;5,00;0,00;172733000,00;322016000,00;226789000,00;46357000,00;48683000,00;95040000,00;109075000,00;0,36;0,54;1,00;0,70;0,14;0,15;0,30;0,34;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 061;ахнпейнмярпсйжхъ, ннн;19,00;11,50;0,00;5,00;0,00;8000,00;8000,00;-509000,00;318000,00;189000,00;507000,00;;;1,00;1,00;-63,63;39,75;23,63;63,38;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 062;ахохйн яшп, ннн;19,00;10,50;0,00;5,00;0,00;114357000,00;134895000,00;64204000,00;13091000,00;57590000,00;70681000,00;321430000,00;2,44;0,85;1,00;0,48;0,10;0,43;0,52;2,38;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 063;ахп люяреп, ннн;19,00;13,00;0,00;5,00;0,00;26649000,00;33989000,00;7428000,00;8083000,00;18468000,00;26551000,00;6340000,00;0,22;0,78;1,00;0,22;0,24;0,54;0,78;0,19;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 064;ахпкюб, ннн;19,00;5,50;0,00;5,00;0,00;14390000,00;20502000,00;2927000,00;10280000,00;7285000,00;17565000,00;30290000,00;1,66;0,70;1,00;0,14;0,50;0,36;0,86;1,48;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 065;ахпрюсм, ннн;19,00;7,50;0,00;5,00;0,00;6934000,00;12545000,00;6523000,00;13000,00;3534000,00;3547000,00;3251000,00;0,27;0,55;1,00;0,52;0,00;0,28;0,28;0,26;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 066;ахрх-цпсоо, ннн;19,00;8,00;0,00;5,00;0,00;102664000,00;105975000,00;13744000,00;55400000,00;36821000,00;92221000,00;213621000,00;2,28;0,97;1,00;0,13;0,52;0,35;0,87;2,02;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 067;акюцн-аюпмюск, ннн;19,00;2,50;0,00;5,00;0,00;1277303000,00;1291355000,00;-50907000,00;94000,00;1342158000,00;1342252000,00;7007134000,00;5,32;0,99;1,00;-0,04;0,00;1,04;1,04;5,43;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 068;акюцн-ахияй, ннн;19,00;2,50;0,00;5,00;0,00;96129000,00;99787000,00;5516000,00;159000,00;94102000,00;94261000,00;1543223000,00;4,75;0,96;1,00;0,06;0,00;0,94;0,94;15,47;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 069;акюцн-нляй, ннн;19,00;2,50;0,00;5,00;0,00;796372000,00;841802000,00;-179834000,00;38000,00;1021588000,00;1021626000,00;1729042000,00;3,03;0,95;1,00;-0,21;0,00;1,21;1,21;2,05;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 070;акюцн-чц, ннн;19,00;8,00;0,00;5,00;0,00;1723574000,00;1789484000,00;81086000,00;1187000,00;1707200000,00;1708387000,00;3561323000,00;2,49;0,96;1,00;0,05;0,00;0,95;0,95;1,99;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 071;акюцнбеярмхй, ннн;19,00;3,50;0,00;5,00;0,00;4759000,00;4759000,00;1927000,00;2567000,00;225000,00;2792000,00;9065000,00;2,09;1,00;1,00;0,40;0,54;0,05;0,59;1,90;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 072;акюцндюрмне, яой;19,00;2,00;0,00;2,00;0,00;1019000,00;3819000,00;145000,00;700000,00;654000,00;1354000,00;1341000,00;0,70;0,27;1,00;0,04;0,18;0,17;0,35;0,35;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 073;акхйпеюкэ, ннн;19,00;10,50;0,00;5,00;0,00;73220000,00;107938000,00;80121000,00;7471000,00;20336000,00;27807000,00;292377000,00;2,73;0,68;1,00;0,74;0,07;0,19;0,26;2,71;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 075;анапнбю ъ.м., йу;19,00;28,50;0,00;2,00;0,00;28322000,00;60033000,00;49748000,00;7104000,00;1200000,00;8304000,00;39918000,00;0,75;0,47;1,00;0,83;0,12;0,02;0,14;0,66;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 076;анцюршпеб я.б., йу;19,00;28,00;0,00;2,00;0,00;32838000,00;53278000,00;36305000,00;16534000,00;229000,00;16763000,00;27483000,00;0,57;0,62;1,00;0,68;0,31;0,00;0,31;0,52;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 077;анцюршпйю, ннн;19,00;11,00;0,00;5,00;0,00;196397000,00;290222000,00;-5360000,00;288309000,00;7263000,00;295572000,00;78645000,00;0,25;0,68;1,00;-0,02;0,99;0,03;1,02;0,27;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 078;анцдюьйхмн, ннн;19,00;4,50;0,00;5,00;0,00;1388000,00;1388000,00;-11038000,00;3838000,00;8578000,00;12416000,00;69199000,00;4,64;1,00;1,00;-7,95;2,77;6,18;8,95;49,86;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
